x	y_approx	y_exact	error
0.000000000000000	1.000000000000000	1.000000000000000	0.000000000000000
0.100000000000000	1.105170833333333	1.105170918075648	0.000000084742314
0.200000000000000	1.221402570850695	1.221402758160170	0.000000187309475
0.300000000000000	1.349858497062538	1.349858807576003	0.000000310513465
0.400000000000000	1.491824240080686	1.491824697641270	0.000000457560585
0.500000000000000	1.648720638596838	1.648721270700128	0.000000632103290
0.600000000000000	1.822117962091933	1.822118800390509	0.000000838298576
0.700000000000000	2.013751626596777	2.013752707470477	0.000001080873700
0.800000000000000	2.225539563292315	2.225540928492467	0.000001365200152
0.900000000000000	2.459601413780071	2.459603111156949	0.000001697376879
1.000000000000000	2.718279744135166	2.718281828459045	0.000002084323879
