x	y_approx	y_exact	error
0.000000000000000	1.000000000000000	1.000000000000000	0.000000000000000
0.100000000000000	1.105170921726329	1.105170918075648	0.000000003650681
0.200000000000000	1.221402765845478	1.221402758160170	0.000000007685308
0.300000000000000	1.349858819720264	1.349858807576003	0.000000012144261
0.400000000000000	1.491824714713436	1.491824697641270	0.000000017072165
0.500000000000000	1.648721293218470	1.648721270700128	0.000000022518342
0.600000000000000	1.822118828927807	1.822118800390509	0.000000028537298
0.700000000000000	2.013752742659750	2.013752707470477	0.000000035189273
0.800000000000000	2.225540971033311	2.225540928492467	0.000000042540843
0.900000000000000	2.459603161822534	2.459603111156949	0.000000050665584
1.000000000000000	2.718281888103856	2.718281828459045	0.000000059644811
